Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
960.8,6,64,2.2796181059077063,2.2796181059077063,0,0,0,0,0.5,1,0,0,0,0,0,12.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,445,70.5,111,84.68079365079365,15.056837461324957,77.9,0.0997412919998168,5.5,12.995747641824988,21.293583744253034,257.7533111615016,0.9,38.5
1122.2,6,64,2.2430976232896844,2.2430976232896844,0,0,0,0,0.5,1,0,0,0,0,0,13.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1244.2,66,111,80.35944724221427,16.500382966198266,80.4,169464082.910683,13.5,12.682821065334917,23.35005604689267,272.9896644993568,1,244.6
885.2,6,64,1.6869035666254049,1.6869035666254049,0,0,0,0,0.5,1,0,0,0,0,0,11.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,448.4,70.5,111,85.2207142857143,15.219295111660731,78.6,0.000111699104309,5.5,13.038001081538104,21.52333355666916,262.7072964852608,0.9,38.5
914.6,6,64,1.6812296853881854,1.6812296853881854,0,0,0,0,0.5,1,0,0,0,0,0,11.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1221.6,66,111,78.80480227847488,14.048593280572703,78.6,169464083.0104658,13.5,12.559458681878088,19.87847431591352,197.9629942692345,1,244.6
1416,6,64,2.1874726622954563,2.1874726622954563,0,0,0,0,0.5,1,0,0,0,0,0,17.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,454.6,67.9,105,82.84222222222222,15.51457540481265,80.3,2.6798248291015623e-05,5.5,12.869260784614903,21.9409229519461,274.9598368606702,0.9,38.5
1010.8,6,64,18237.76673400883,18237.76673400883,0,0,0,0,0.5,1,0,0,0,0,0,12.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1240,66,110,80.10087370661674,16.259195852862668,77.3,169464083.1104268,13.5,12.662258129597424,23.009533681172137,265.0912073683915,1,244.6
720,6,64,10486.986887797795,10486.986887797795,0,0,0,0,0.5,1,0,0,0,0,0,9.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,414.4,67.7,85,75.9186507936508,7.617350620795302,75.2,6.279945373535156e-05,5.5,12.320605445718387,10.772560557279832,64.84669608213656,0.9,38.5
1091.2,9.3,83.1,1.5054590866074613,1.5054590866074613,0,0,0,0,0.4,0.7,0,0,0,0,0,11,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,1,1,1849.5,66,597.6,114.49834317213576,124.75643030313417,195.7,169464083.2107352,13.5,15.001274745390749,177.0715629017249,24300.81294432525,1,244.6
1633.5,6,64,2.0174681206841845,2.0174681206841845,0,0,0,0,0.5,1,0,0,0,0,0,20.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,430.7,66,95.9,76.19170634920634,12.173028463618168,80.9,0.0001507997512817,5.5,12.338479199918504,17.21526194840253,180.2471785556815,0.9,38.5
1239.5,6,64,1.4566444779101897,1.4566444779101897,0,0,0,0,0.5,1,0,0,0,0,0,15.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1238,66,111,79.81849130144022,16.528763255003238,81.2,169464083.310387,13.5,12.622193824479934,23.233372483138485,270.1057252124125,1,244.6
1368.9,6,63.5,1.855547831560964,1.855547831560964,0,0,0,0,0.4,1,0,0,0,0,0,17.7,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,410.6,66,85.8,74.08119047619047,9.020067429577262,73.8,0.043142294883728,5.5,12.169756762957892,12.756301692427986,90.54900170068028,0.9,38.5
1870.5,6,80.8,2.126264705907241,2.126264705907241,0,0,0,0,0.5,1,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1168.4,66,99.5,75.11466041354586,11.653332741102416,80.6,169464083.3677091,13.5,12.252836591035958,16.516759159486533,141.78488571043863,1,244.6
2025.7,6,64,2.118375510772321,2.118375510772321,0,0,0,0,0.5,1,0,0,0,0,0,26.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,407.7,66,82.5,73.27309523809524,7.88782092190921,75.1,0.0999864101409912,5.5,12.10359863663748,11.155063325334256,69.22879308390023,0.9,38.5
1489,6,69.9,1.4614219092806264,1.4614219092806264,0,0,0,0,0.4,1,0,0,0,0,0,17.7,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,1203.6,66,108.4,77.52836188965833,13.997767398246646,79.4,169464083.4680932,13.5,12.456495328663705,19.81488813239446,199.53677613802824,1,244.6
1138.8,6,64,1.1728585469636277,1.1728585469636277,0,0,0,0,0.5,1,0,0,0,0,0,15.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,422,67.8,89.6,77.53984126984128,9.06819441328355,75.5,0.0426935195922851,5.5,12.451394186326814,12.824363525501528,91.6405949861426,0.9,38.5
2027.2,6,64,1.7955343543179096,1.7955343543179096,0,0,0,0,0.5,1,0,0,0,0,0,24.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1224.6,66,111,79.0114907396525,14.761562093167134,81.2,169464083.5108893,13.5,12.575780601521766,20.887620822310687,218.59100188850525,1,244.6
1769.4,9.3,83.1,1.2480622708607203,1.2480622708607203,0,0,0,0,0.4,0.7,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,1,1,1553,187,930,380.9253968253968,269.67561251569555,198,0.0999159097671508,5.5,26.69450293024949,381.3789086609682,81656.06111615016,0.9,38.5
1846.6,7.1,57.7,1.8114930887289096,1.8114930887289096,0,0,0,0,0.4,0.9,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,2405,66,930,157.8456781565528,212.32567018301788,88.8,169464083.6162124,13.5,17.725062659492703,300.85603666440767,45534.57109235039,1,244.6
2613,6,64,2.0940893710766684,2.0940893710766684,0,0,0,0,0.5,1,0,0,0,0,0,33.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,423.4,67.8,89.8,77.34825396825396,9.138157045515232,77.8,0.0942162036895752,5.5,12.435970165861898,12.923305628862895,96.42873935500126,0.9,38.5
1049.1,7.1,111.1,0.9779513751631268,0.9779513751631268,0,0,0,0,0.4,0.9,0,0,0,0,0,12.2,0,0.3,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1276.9,62.4,153.4,81.99940632166252,23.532443756320223,93.3,169464083.8168186,13.5,12.789077343895674,33.255980426021345,646.5033929197922,1,244.6
2865.2,6,64,2.08804581871368,2.08804581871368,0,0,0,0,0.5,1,0,0,0,0,0,35.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,444,67.7,100.2,80.05611111111111,13.046056298110116,80.5,0.0457955837249755,5.5,12.651116825358674,18.449909752270266,204.80415035273367,0.9,38.5
1521.9,7.1,57.7,2103.901122366748,2103.901122366748,0,0,0,0,0.5,0.9,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1323,66,195.8,85.32340383902303,32.43326649164564,85.5,169464084.01074153,13.5,13.067484135279557,45.95888002347506,1123.996856125813,1,244.6
819.8,6,64,2159.11576438606,2159.11576438606,0,0,0,0,0.8,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,377.6,66.4,73.4,68.29920634920634,2.149530706349112,69.4,2.3293495178222657e-05,5.5,11.687243584895285,3.0398954776563323,10.484819098009575,0.8,38.5
1038,6,64,7386.603412780704,7386.603412780704,0,0,0,0,0.8,1,0,0,0,0,0,12.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1102.2,66,107.6,71.06235610407823,10.262344338977416,72.1,169464083.9108445,13.5,11.922483179337393,14.549051780543326,112.5599206763874,1,244.6
1837.1,6,64,791.2257946859188,791.2257946859188,0,0,0,0,0.6,1,0,0,0,0,0,23.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,389.4,68.1,87,72.96289682539683,6.967314962315875,69.1,4.6181678771972654e-05,5.5,12.072898329679006,9.8532713130321,55.76379042265055,0.9,38.5
1052.9,6,64,8184.307895454867,8184.307895454867,0,0,0,0,0.8,1,0,0,0,0,0,13.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1078,66,94.8,69.40018272018658,6.978840812594804,74,169464083.9109283,13.5,11.774162868010546,9.827454856998946,55.47389523217388,1,244.6
1541.2,6,64,1.2064164685482113,1.2064164685482113,0,0,0,0,0.6,1,0,0,0,0,0,19.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,368,66,67.6,66.71349206349207,0.7751977548203738,67.2,2.70843505859375e-05,5.5,11.55100611931557,1.096295178388146,0.7526135046611238,0.8,38.5
271.5,6,64,9092.848666400145,9092.848666400145,0,0,0,0,0.4,1,0,0,0,0,0,3.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1041.8,66,68,67.23427940308746,0.961926803305714,66.8,169464083.9111548,13.5,11.596506444426645,1.360173920955183,0.9260267435288484,1,244.6
1055.7,6,64,13749.492230990436,13749.492230990436,0,0,0,0,0.4,1,0,0,0,0,0,13.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,367.4,66.2,68,66.90404761904762,0.866922443633775,66.8,4.329681396484375e-05,5.5,11.567495354861125,1.2260134773125095,0.8364869614512471,0.9,38.5
568.8,6,64,19065.53656962433,19065.53656962433,0,0,0,0,0.6,1,0,0,0,0,0,7.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1037.6,66,68,66.93445222476183,0.9963310539839152,67.2,169464083.9111145,13.5,11.569717323831222,1.408828878867579,0.9924187618121796,1,244.6
492.2,6,64,12396.291571360434,12396.291571360434,0,0,0,0,0.5,1,0,0,0,0,0,6.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,369.6,66.4,68,67.37984126984126,0.7535194795559258,67,1.6808509826660156e-05,5.5,11.608558417817624,1.0656374675003066,0.7135023935500127,0.8,38.5
1006.5,6,64,2046.45044225648,2046.45044225648,0,0,0,0,0.1,1,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1035,66,68,66.80252568381052,0.9675433721473012,66.2,169464083.91144368,13.5,11.559030935783763,1.3701717871783,0.9393825768694614,1,244.6
1042.8,7.1,57.7,398.347421396753,398.347421396753,0,0,0,0,0.4,0.9,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,460.6,66,141.5,78.20539682539683,24.82711802342681,90.3,0.0993678092956543,5.5,12.467981997418386,35.1108470233677,1241.5884124464603,0.5,38.5
1519.3,6,64,2.493322931924504,2.493322931924504,0,0,0,0,1,1,0,0,0,0,0,19.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1388.3,66,217,89.57002069224205,36.503714427354105,90.4,169464084.01091158,13.5,13.373799790853289,51.65915742010982,1344.1600501798807,1,244.6
816.4,6,64,2.1865499210863484,2.1865499210863484,0,0,0,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,480.4,83.2,95.9,87.44130952380952,4.018225411731747,88.3,0.000149393081665,5.5,13.22394688906139,5.68262887394325,27.00610983560091,0.9,38.5
1138,6,64,3.1439598531620065,3.1439598531620065,0,0,0,0,0.4,1,0,0,0,0,0,14.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1360,71.2,117,88.22406409852617,14.884732420971376,79,169464084.01871532,13.5,13.288864344273115,21.03699173437275,223.0397151060036,1,244.6
1504.2,6,64,2.7412421463582053,2.7412421463582053,0,0,0,0,0,1,0,0,0,0,0,19.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,363,66,66,66,0,66,0.0003897905349731,5.5,11.489125293076055,0,0,0,38.5
562.7,6,64,3.298759293916298,3.298759293916298,0,0,0,0,0,1,0,0,0,0,0,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1023,66,66,66,0,66,169464084.0152509,13.5,11.489125293076055,0,0,0,244.6
2422.2,9.3,83.1,1.8556337580627087,1.8556337580627087,0,0,0,0,0.3,0.7,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,1,1,1287.4,66,756.4,223.8075396825397,247.24673523541105,193.3,0.0952206134796142,5.5,20.55199315944868,349.65968622238813,78250.66235745778,0.8,38.5
3165.6,6,81.8,1.9828089990001767,1.9828089990001767,0,0,0,0,0.4,1,0,0,0,0,0,40.1,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,2358.8,62.4,929,155.02646271899755,212.83922566982952,74.8,169464084.3109913,13.5,17.608328743243455,301.5996249810577,45764.13917643447,1,244.6
3645.6,6,64,2.1665073432717863,2.1665073432717863,0,0,0,0,0.5,1,0,0,0,0,0,45.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,455.6,67.9,105.8,83.00623015873016,15.721407283198806,80.5,3.628730773925781e-05,5.5,12.881928750306406,22.233427399490903,282.55570973481986,0.9,38.5
3683,6,64,2.1589528656738777,2.1589528656738777,0,0,0,0,0.5,1,0,0,0,0,0,47.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1227.4,66,111,79.26072019526741,15.30338876443182,77.7,169464084.4107938,13.5,12.595868203899352,21.65695039401463,234.90600339992145,1,244.6
2192.3,6,69.3,1.4240888304594574,1.4240888304594574,0,0,0,0,0.6,1,0,0,0,0,0,27.4,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,517.3,70.5,158.6,93.46150793650794,29.36769621555145,96.2,0.0998383045196533,5.5,13.654311199791524,41.53219428368588,1185.3772100655078,0.9,38.5
2940.6,6,64,1.6012802765473932,1.6012802765473932,0,0,0,0,0.5,1,0,0,0,0,0,35.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1427,66,230,92.51428973417364,40.1340150740929,81.2,169464084.41069448,13.5,13.610203459400902,56.83643260060667,1622.792858210556,1,244.6
2464.2,4.8,51.2,1.8597345430284984,1.8597345430284984,0,0,0,0,0.4,0.8,0,0,0,0,0,32.8,0,0,0,0,0,0,0,0.8,0,0,0.2,0,0,0.8,0.8,392,53.5,86.2,73.25309523809524,11.67421233023332,71.1,0.100073218345642,5.5,12.09665182292515,16.509829407439174,157.66320578231293,0.9,38.5
2969.8,6,64,1.557433966778205,1.557433966778205,0,0,0,0,0.5,1,0,0,0,0,0,36.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1142.8,42,99,73.48211350096412,14.255530641550584,80.2,169464084.51079807,13.5,12.126378051794727,20.198785039831844,206.05030779373337,1,244.6
2682.1,9.3,83.1,1.269117460500958,1.269117460500958,0,0,0,0,0.4,0.7,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,1,1,846,68.5,427,128.4293650793651,115.26715638149328,193.4,0.099790596961975,5.5,15.613463907673708,163.01237585088822,30272.401863693627,0.9,38.5
4220.2,6,64,2.1399972626303905,2.1399972626303905,0,0,0,0,0.5,1,0,0,0,0,0,53.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2354.1,66,931,154.51401814817453,213.3263589932145,80.5,169464084.6106508,13.5,17.56866865335014,302.3657891887908,46005.10826917824,1,244.6
3270.9,6,64,1.639751054803109,1.639751054803109,0,0,0,0,0.5,1,0,0,0,0,0,41.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,417.4,66,88.1,74.90488095238096,9.86633010656221,78.6,0.0998946189880371,5.5,12.236614993659709,13.953097847550255,109.62096017573695,0.9,38.5
3596.6,6,60.2,1.7338888848007852,1.7338888848007852,0,0,0,0,0.5,1,0,0,0,0,0,44.9,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,1251.4,66,140.8,80.34173689442652,20.79021260873065,95.2,169464084.90182847,13.5,12.674852939886202,29.555179063521752,561.5383788137992,1,244.6
3404.6,6,64,1.5694555506880934,1.5694555506880934,0,0,0,0,0.5,1,0,0,0,0,0,41.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,448.9,66,106.1,80.72265873015873,17.195241301514592,81.1,0.0001030921936035,5.5,12.698454463215295,24.317743456879928,330.51749015810026,0.9,38.5
4393,6,64,2.1273498990506647,2.1273498990506647,0,0,0,0,0.5,1,0,0,0,0,0,58.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1220.9,66,111,78.88351254567586,15.375156676986128,75.3,169464085.0105754,13.5,12.557967375984251,21.786663959192765,238.02083079238355,1,244.6
3964.4,6,64,1.748528792450261,1.748528792450261,0,0,0,0,0.5,1,0,0,0,0,0,48.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,442.9,66,101.3,78.46019841269842,14.862055865549324,81.3,0.0001060962677001,5.5,12.519220485557138,21.018120969806464,259.6713646856891,0.9,38.5
3255.8,6,69.9,1.4695581084537397,1.4695581084537397,0,0,0,0,0.4,1,0,0,0,0,0,41.4,0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,1,1228,66,111,79.2464202481385,16.729288585450437,75.7,169464085.110638,13.5,12.594531178907758,23.68062632080668,280.6224125446577,1,244.6
2432.8,6,64,1.1912436985535495,1.1912436985535495,0,0,0,0,0.5,1,0,0,0,0,0,32.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,412.8,67.6,83.8,75.70563492063492,7.434691534655032,74.5,7.531642913818359e-05,5.5,12.303538918346852,10.514241600369584,61.46804226505418,0.9,38.5
2598.8,9.3,83.1,0.944284139631844,0.944284139631844,0,0,0,0,0.4,0.7,0,0,0,0,0,24.8,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0,1,1,1610.2,66,429.8,99.31324088879816,84.28070488870156,196.3,169464085.2069084,13.5,13.972839071877257,119.8274756102229,15371.804799150956,1,244.6
5095.2,6,64,2.1165257292646817,2.1165257292646817,0,0,0,0,0.5,1,0,0,0,0,0,63.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,440.9,66,101.1,78.20980158730158,14.646537635451716,80.5,2.8085708618164065e-05,5.5,12.499571490739998,20.71333216586378,251.8040062200806,0.9,38.5
4464.6,6,64,1.860700819937637,1.860700819937637,0,0,0,0,0.5,1,0,0,0,0,0,57.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1233.3,66,111,79.56946377968436,16.434697142255896,78.1,169464085.3106403,13.5,12.612550718043329,23.29172554565374,271.48951979944303,1,244.6
3028.7,6,64,1.2936570534356142,1.2936570534356142,0,0,0,0,0.5,1,0,0,0,0,0,39.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,419.3,66,88,75.15313492063493,10.073430999217774,78.9,7.939338684082031e-05,5.5,12.256719635538747,14.245982738723333,113.97174563807002,0.9,38.5
5484,6,64,2.109634558422916,2.109634558422916,0,0,0,0,0.5,1,0,0,0,0,0,67.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1219.4,66,110.5,78.52539456974054,14.684667382344209,80.6,169464085.4108305,13.5,12.529534426995813,20.819090733913526,218.2039192386181,1,244.6
4843.5,6,80.8,1.907676819006056,1.907676819006056,0,0,0,0,0.4,1,0,0,0,0,0,62.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,406.4,66,87.6,72.83321428571428,8.89190573466075,75.9,0.099902606010437,5.5,12.066736384542754,12.575053685300333,92.74897604875284,0.9,38.5
4409.3,7.1,63.6,1.9113690163408985,1.9113690163408985,0,0,0,0,0.5,0.9,0,0,0,0,0,56.3,0,0.1,0,0,0,0,0,0.9,0.1,0,0,0,0,1,1,1211.4,66,111,78.1697386870955,15.251438069729412,80.3,169464085.6099127,13.5,12.508597253908038,21.580687601792967,233.5944623631592,1,244.6
3273.8,6,64,1.2412854224963907,1.2412854224963907,0,0,0,0,0.5,1,0,0,0,0,0,41.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,443.6,68.5,103,81.5404365079365,13.01619130201266,78.8,4.999637603759765e-05,5.5,12.767211183040365,18.40767426974902,192.00508936444947,0.9,38.5
4088.2,6,64,1.545198301204617,1.545198301204617,0,0,0,0,0.5,1,0,0,0,0,0,51.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1236.2,66,111,79.8903867730996,15.535466887469124,78.9,169464085.5105156,13.5,12.645641918947964,21.98090174850428,242.08341726661084,1,244.6
3379.7,10.4,76.8,1.215652447836983,1.215652447836983,0,0,0,0,0.3,0.6,0,0,0,0,0,32.9,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,1,1,1281.5,67.7,759.8,222.9219841269841,248.9550372946926,194.9,0.1003164052963256,5.5,20.6337210040082,352.0755901632539,78940.11548973294,0.9,38.5
4148.6,6,64,1.5286582091748795,1.5286582091748795,0,0,0,0,0.5,1,0,0,0,0,0,52.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2394.2,66,929,157.2485206838225,211.9887224518289,78.6,169464085.61086732,13.5,17.736026399336975,300.385448624447,45399.06297574153,1,244.6
6030.8,6,64,2.0978495934665062,2.0978495934665062,0,0,0,0,0.5,1,0,0,0,0,0,75.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,433.6,67.9,95.2,78.65845238095238,10.90326916142541,80.4,0.0995671987533569,5.5,12.540210427284526,15.419551122292138,143.25873001700683,0.9,38.5
5754.8,6,64,2.0956548505565427,2.0956548505565427,0,0,0,0,0.5,1,0,0,0,0,0,76.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1222.4,66,111,79.01130233242849,14.979565661628468,75.2,169464085.9110385,13.5,12.575485301649191,21.19695193812037,225.2613970334361,1,244.6
4789.6,6,64,1.5844704613677087,1.5844704613677087,0,0,0,0,0.5,1,0,0,0,0,0,58.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,457.6,67.9,105.8,83.23436507936508,15.774055005937052,81.2,0.0001424074172973,5.5,12.899715231492207,22.30788252301539,284.40097348198543,0.9,38.5
6382.8,6,64,2.0920845958332737,2.0920845958332737,0,0,0,0,0.5,1,0,0,0,0,0,79.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1255.6,66,111,80.94948668247817,16.797311475219754,80.4,169464086.0103921,13.5,12.729910459061188,23.768726149777,282.9879173214602,1,244.6
3225.8,6,64,1.1550944174043434,1.1550944174043434,0,0,0,0,0.5,1,0,0,0,0,0,43.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,418.8,67.8,86.8,76.77460317460317,8.328676600620913,75.8,0.0996125936508178,5.5,12.38976442016856,11.77852740521754,77.47467699672461,0.9,38.5
2319.2,6,64,0.8481165901798295,0.8481165901798295,0,0,0,0,0.5,1,0,0,0,0,0,31.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1173.2,66,91,75.70819394056237,9.66748973920032,75.1,169464086.0102675,13.5,12.309147303187627,13.671873934658633,93.46645658355196,1,244.6
5614.4,6,64,1.783390339771887,1.783390339771887,0,0,0,0,0.5,1,0,0,0,0,0,69.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,465.2,70.4,110.6,87.55527777777777,17.036836415757513,81.1,2.1219253540039062e-05,5.5,13.220509860948797,24.0937251190961,324.3009000220459,0.9,38.5
3329.7,11.5,111.6,1.5244572393765137,1.5244572393765137,0,0,0,0,0.3,0.5,0,0,0,0,0,33.5,0,0,0.2,0,0,0,0,0.5,0.5,0,0,0,0,1,1,2265.5,66,647.4,141.33355285151725,139.99876199833906,230.3,169464086.21017107,13.5,16.71714445484408,198.518874949652,25279.66527859844,1,244.6
5925,6,64,1.8317051046133064,1.8317051046133064,0,0,0,0,0.5,1,0,0,0,0,0,73.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,444,67.7,100,80.03488095238096,12.92192763016538,80.7,6.511211395263672e-05,5.5,12.649461166504022,18.274365306583512,200.56533319161,0.9,38.5
