Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
97.41,6,64,17860.031842157958,17860.031842157958,0,0.07,0.46,0.39,0.05,0.58,0,0,0.12,0.46,0.69,0.79,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,691.1,57.08,73.7,65.09082794613367,5.045608646615063,65.94,84667043.321811,9.5,11.38777417212308,7.137589602948952,41.91298897014899,0.68,141.55
109.3,6,64,2652.1432364517427,2652.1432364517427,0,0.12,0.03,0.79,0,0.19,0,0,0.18,0.05,1.54,0.34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,602.64,55.88,65.12,57.65607441921682,2.8358433299053143,57.12,84667043.32203096,9.5,10.725751490659531,3.9683143678600783,14.642298869723954,0.57,141.55
116.26,6,64,31672.79964335065,31672.79964335065,0,0.1,0.07,0.52,0.13,0.41,0,0,0.24,0.07,0.91,0.88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,655.2,56.76,73.75,62.20736271588749,6.222670632223803,62.51,84667043.32215875,9.5,11.144360662368694,8.791829035814917,54.98656842705724,0.74,141.55
113.9,6,64,353657.2942993492,353657.2942993492,0,0.13,0.1,0.54,0.11,0.36,0,0,0.22,0.1,0.93,0.79,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,648.16,54.12,73.8,61.01283358944118,6.934333564090534,62.15,84667043.32248944,9.5,11.038793592190268,9.808405977670484,61.92483192773054,0.87,141.55
119.46,6,64,73517.99731732202,73517.99731732202,0,0.15,0.13,0.35,0.18,0.53,0,0,0.27,0.14,0.55,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,695.86,56.69,77.77,65.61472356079594,7.323419350066822,66.46,84667043.32262981,9.5,11.441224276490278,10.355927769710432,69.10026211740292,0.83,141.55
111.14,6,64,137282.790752076,137282.790752076,0,0.12,0.12,0.5,0.12,0.38,0,0,0.21,0.12,0.79,0.84,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,671.46,55.46,78.63,64.57730491687535,9.041209019388566,62.99,84667043.3229589,9.5,11.357500655283095,12.773029781681302,96.0186811639146,0.89,141.55
126.15,6,64,7367.111036855008,7367.111036855008,0,0.23,0.43,0.06,0.17,0.54,0,0,0.29,0.43,0.16,1.22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,754.64,65.56,79.39,71.80546331789984,4.658674973888492,71.97,84667043.32319203,9.5,11.982849463395413,6.586325759724288,25.92662093206128,0.9,141.55
110.44,6,64,165739.2459495753,165739.2459495753,0,0.3,0.13,0.29,0.19,0.59,0,0,0.31,0.13,0.42,1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,688.9,59.16,75.26,64.8894068371429,6.807680535638208,66.87,84667043.32334028,9.5,11.3831897765003,9.626474852566602,66.84338689377294,0.81,141.55
123.45,6,64,256.95773572632675,256.95773572632675,0,0.4,0.36,0.05,0.09,0.67,0,0,0.5,0.53,0.07,1.39,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,741.29,66.72,75.6,70.67901355464281,3.0541685689613183,70.37,84667043.32368164,9.5,11.887261891789812,4.312129661265495,13.374042421815489,0.73,141.55
170.3,6,64,81.22108980116354,81.22108980116354,0,0.29,0.19,0.03,0.28,0.89,0,0,0.46,0.7,0.03,2.31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,733.29,66.2,77.08,69.57570533212058,3.707169106889823,69.77,84667043.32438006,9.5,11.79544516262364,5.246572356444919,17.99937798404055,0.85,141.55
169.34,6,64,27.671901952865337,27.671901952865337,0,0.14,0.03,0,0.17,1,0,0,0.74,0.38,0,2.39,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,769.56,66.96,76.84,73.1099719027103,3.9142114738225104,73.64,84667043.32481594,9.5,12.08898604427805,5.533763273558619,17.663712658786174,0.92,141.55
149.9,6,64,71.00475366262668,71.00475366262668,0,0.3,0.15,0.01,0.22,0.91,0,0,0.78,0.26,0.01,2.01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,764.13,66.76,78.55,72.70057752928184,4.283184617463909,72.21,84667043.32511885,9.5,12.056236387600718,6.052385349856913,22.57610591764218,0.9,141.55
108.17,6,64,108.46150730298632,108.46150730298632,0,0.31,0.2,0.02,0.27,1,0,0,0.39,0.5,0.02,1.53,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,727.52,66.52,72.6,69.23297362097827,2.387595018180716,69.4,84667043.32537301,9.5,11.765664337441752,3.3729572615870507,8.616627961994086,0.78,141.55
131.91,6,64,33596.00169316842,33596.00169316842,0,0.15,0.42,0,0.12,0.86,0,0,0.3,0.67,0,1.71,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,743.24,66.24,76.76,70.46180872395578,3.9692704239565257,71.22,84667043.32567081,9.5,11.869587582427664,5.615013294983118,18.19315755521611,0.92,141.55
156.47,6,64,74.84892189843895,74.84892189843895,0,0.11,0.26,0,0.45,0.9,0,0,0.2,0.77,0,2.12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,739.42,66.68,75.92,70.51056816373341,3.0550352126562,70.4,84667043.32583264,9.5,11.874048846967424,4.30898141197258,11.88293871396649,0.88,141.55
190.65,6,64,112.71875803396397,112.71875803396397,0,0.5,0.21,0,0.19,0.96,0,0,0.53,0.72,0,2.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,724.47,66.8,72.61,68.8926855864294,1.977449925043681,68.82,84667043.3259953,9.5,11.736374240411587,2.800556577779301,6.0268698956626885,0.71,141.55
154.35,6,64,39.310905599223226,39.310905599223226,0,0.15,0.2,0,0.05,0.91,0,0,0.6,0.52,0,2.08,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,759.11,68.48,77.15,71.90963664543231,3.128781913490556,72.5,84667043.3262599,9.5,11.988536113762466,4.426749121280702,14.705716961661292,0.71,141.55
119.45,6,64,18.47009897327675,18.47009897327675,0,0.32,0.41,0,0.02,0.99,0,0,0.43,0.57,0.02,1.63,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,739.44,66.92,73.68,70.36985862348865,2.769438039483981,70.8,84667043.32645573,9.5,11.85923094026622,3.916604540571616,10.423827201807002,0.75,141.55
184.79,6,64,37.71633038413135,37.71633038413135,0,0.32,0.21,0,0.19,0.97,0,0,0.52,0.76,0.02,2.58,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,720,66.44,74.18,68.69728406895824,2.741059963321997,68.82,84667043.32673836,9.5,11.720350602636172,3.870289023284006,9.09973133907534,0.9,141.55
162.74,6,64,23.450982206171265,23.450982206171265,0,0.09,0.47,0.01,0.41,0.92,0,0,0.24,0.97,0.03,2.19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,753.73,68.08,76.28,71.87730616476748,2.6983220276797493,71.79,84667043.32690434,9.5,11.988631947154657,3.8092287615198206,8.820664561029055,0.9,141.55
254.36,6,64,31.01084911005544,31.01084911005544,0,0.64,0.01,0.01,0.32,0.99,0,0,0.71,0.96,0.01,3.66,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,711.05,66.48,71.73,67.66716663938917,1.529780548536119,67.73,84667043.3270289,9.5,11.632627535741603,2.1668507592580144,5.043219188221479,0.57,141.55
248.85,6,64,21.317070787475792,21.317070787475792,0,0.49,0.25,0.01,0.17,0.75,0,0,1.06,0.74,0.01,3.25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,748.11,67.13,77.65,71.43866601136222,3.7690213011434737,71.06,84667043.32797141,9.5,11.948681636688598,5.3363703108643525,19.633676486511504,0.85,141.55
220.07,6,64,20.55342595941745,20.55342595941745,0,0.37,0.38,0.02,0.09,0.64,0,0,1.05,0.75,0.02,2.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,757.69,67.21,78.32,72.36264393849184,3.66836383320789,72.23,84667043.32918501,9.5,12.026178535544965,5.175203966243173,18.2743115724171,0.78,141.55
185.73,6,64,13993.98584568406,13993.98584568406,0,0.3,0.23,0.27,0.04,0.52,0,0,0.81,0.46,0.31,2.19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,682.57,59.8,73.52,64.426207136259,4.675819813857551,65.88,84667043.33040188,9.5,11.341220014035155,6.595088381033969,31.30121954822133,0.8,141.55
143.48,6,64,12628.70057546235,12628.70057546235,0,0.18,0.02,0.31,0.17,0.69,0,0,0.4,0.09,0.47,1.71,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,670.13,60.76,69.02,63.42145919019061,2.6597069174214942,63.98,84667043.33065835,9.5,11.247304195043643,3.757049236110354,15.554160977861669,0.54,141.55
163.77,6,64,19165.976481922808,19165.976481922808,0,0.17,0.17,0.35,0.03,0.65,0,0,0.61,0.2,0.49,2.01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,664.08,55.28,71.84,63.14507661615131,5.875712492184573,63.41,84667043.33081618,9.5,11.23121995128621,8.312595842459407,39.20919619988215,0.92,141.55
177.83,6,64,14098.31421976237,14098.31421976237,0,0.05,0.25,0.32,0.03,0.54,0,0,0.56,0.5,0.54,2.01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,672.98,54.72,73.87,63.33883845823939,7.001612950725889,64.66,84667043.33094831,9.5,11.25063585185642,9.899662579963664,55.43330059482687,0.92,141.55
241.42,6,64,6496.616189653693,6496.616189653693,0,0.1,0.21,0.27,0.18,0.53,0,0,0.79,0.47,0.48,2.88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,702.6,58.52,78.45,66.2645467580665,6.636352244090187,67.44,84667043.33103302,9.5,11.501686662994423,9.385314545738154,56.48071341500673,0.85,141.55
221.7,6,64,12807.609140571503,12807.609140571503,0,0.14,0.09,0.41,0.17,0.5,0,0,0.75,0.19,0.5,2.71,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,678.31,55.84,79.36,64.6457392338054,8.486566360222204,64.67,84667043.33116429,9.5,11.363837685827528,12.001380280928249,84.56482338793263,0.89,141.55
184.76,6,64,32737.79617211713,32737.79617211713,0,0.1,0.21,0.21,0.3,0.64,0,0,0.4,0.62,0.29,2.26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,703.87,62.04,77.32,67.10152086136257,4.848531204194204,67.11,84667043.33128965,9.5,11.571833241891492,6.8437719251582845,33.5780102668009,0.85,141.55
209.03,6,64,55883.10822970644,55883.10822970644,0,0.29,0.06,0.29,0.12,0.7,0,0,0.69,0.37,0.45,2.65,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,666.47,58.08,74.96,63.570340836880696,5.662512340926912,64.25,84667043.33138862,9.5,11.267917166761174,8.008068614382408,42.15530220804726,0.9,141.55
261.28,6,64,13.28521008798216,13.28521008798216,0,0.31,0.27,0,0.27,0.82,0,0,0.86,0.65,0,3.53,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,756.68,66.25,79.88,72.06693737634913,5.372393339369598,72.03,84667043.33153495,9.5,12.00349291045728,7.5999689980254095,32.362356318458595,0.95,141.55
165.93,6,64,64.27128150806153,64.27128150806153,0,0.2,0.38,0,0.27,0.86,0,0,0.27,0.9,0,2.22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,738.99,66.76,75.15,70.42510160552382,3.215328834916715,70.25,84667043.3317845,9.5,11.8665627359617,4.546282107784618,12.997593232504542,0.87,141.55
222.04,6,64,70.88471120322346,70.88471120322346,0,0.33,0.22,0.15,0.14,0.75,0,0,0.74,0.58,0.23,2.92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,704.56,59.52,76.74,66.76939064006169,6.193135637041093,67.92,84667043.33196922,9.5,11.553660973468606,8.770735202692235,54.64607866856292,0.86,141.55
167.25,6,64,17.917143761721487,17.917143761721487,0,0.03,0.2,0.41,0.02,0.51,0,0,0.54,0.35,0.56,1.88,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,675.3,60.16,70.3,64.54809513654558,3.588785409058328,63.26,84667043.3320786,9.5,11.344688026199174,5.061073577056472,19.15370547215641,0.71,141.55
205.54,6,64,12.748683199076108,12.748683199076108,0,0.08,0.26,0.2,0.15,0.77,0,0,0.67,0.29,0.34,2.66,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,713.83,58.41,80.89,68.12887289211476,7.435947271291221,68.16,84667043.33216335,9.5,11.667154938781978,10.527621309660764,67.16150618541515,0.88,141.55
193.06,6,64,42.24845037790208,42.24845037790208,0,0.2,0.45,0.1,0.08,0.81,0,0,0.7,0.57,0.2,2.51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,731.41,64.24,75.84,69.53085635464467,4.244981548282485,69.83,84667043.33225198,9.5,11.784939621228448,5.980689948427836,30.178834522212423,0.71,141.55
216.07,6,64,33.93116363381968,33.93116363381968,0,0.07,0.27,0.24,0.22,0.63,0,0,0.69,0.48,0.39,2.66,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,717.8,62.64,79.37,68.67892583418474,5.656963645457621,67.57,84667043.33232376,9.5,11.712262966466083,7.985181809974758,45.92386914372872,0.88,141.55
190.35,6,64,127.89291910349634,127.89291910349634,0,0.1,0.26,0.17,0.39,0.79,0,0,0.47,0.42,0.3,2.45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,720.39,60.73,79.37,68.89709469117054,6.09228466979543,68.48,84667043.33238089,9.5,11.733242520261498,8.616829584466096,46.85887609466128,0.95,141.55
